CommitID,Commit Message
40500a8d25c387775d15c0c1ad1f102d9cffaaa0,fix inheritance for protected/private methods
4052ce3556f09571c3d1a3e2f3c14a2a8a47ec5b,"The UI has been deeply reworked There is now a new debugging viewing mode that shows what is drawn when in selecting mode (It is assuming rendering has been properly implemented) Star, planet et station textures have been fixed to reflect more properly the true size of the objects. The zoomedOut ship texture has been cleaned and rounded. FocusPoint locking is now cancelled by dragging the world."
40848467310066b2a8212752fcd3090aa8135404,"Fix #429, #430: - create SumConstraint to manage opposite of such constraints - override the `makeOpposite()` method of SumConstraint - disable decomposition of boolean sum in IIntConstraintFactory - add a new Settings (`enableDecompositionOfBooleanSum()`)"
408574f59f6c1262d4fd9ef5ecc15818bca824f4,[OPENENGSB-876] added a new abstraction interface JPADao and one implementation for it: JPACriteriaDao. Removed not needed serp bundle and replaced it with the serp bundle from servicemix.
4099f1323fc406cb0cddd5b2c1181fbaa7fb9d6f,Check aliveness of mobile device through buffer size (approximation)
40aa8d17f7da7b28e34dea7393a71a05513d1e2b,indexes always deleted in tx no longer uses getMaxIdsInUse to determine size of db but just stops after deleting maxNodesToDelete
40ab89ab02c71b4f29ac16e492727f77de5afc03,Refactored package structure to improve coupling.
40b107b0ab458484f7a950453b6a7c1f0cf34d95,Feature #7291 - ManagedThreadPool: - adding the possibility to specify the maximum size of the thread pool execution - removing SilverTrace references
40d57725581c1c1f00e1ab7fd5c9edf9366ef81b,Merge with ontologies_abstraction
40f2de03a2d6b9744d61ab6b10c2f445a3c990a2,Removes tight coupling between managed service and heartbeat notification.
40fd1e7cf85d45b2ed67693f2a45a2c0dba72a18,parameterization for decoupling
41090952862a42aedfe462c40e3ed84e70888967,"switch to json instead of tsv, and split size/length field into two fields, contentLength (not including protocol headers) and size (includes headers)"
4147a50bae4e937d0bd41c397b13009b56a8cf2a,IO-84 Modify copy() methods that return an int to throw an ArithmeticException if the returned size is too large for an int to handle. Add two new equivalent copyLarge() methods that return a long for large files.
415034a282fa28d45431d0c5f61ee9606f281301,"Refactored strategy classes by moving functionality to a class (AbstractIterationStrategy), which is higher in the inheritance hierarchy"
4164b0a5529fd0e1a3dfc3bb9e3af711f99a56b5,[misc] Extracted method to fix checkstyle cyclic complexity failure.
4169a42fe9e3c55597684406e74edfb483757d8b,Reduce the size (and cost) of the host page
4169c40bc3007edf16151b9d2c5717bd0c2343e2,NOJIRA start of CSP abstraction.
416be6ca47802a8ed5d5654fbf042b0a4f8b0e9b,refactoring - raising the abstraction level
4183262c3eaff25e835799f6a21d71c76e8574d3,hibernate-jpa-2ndlevel-cache. Project name in POM corrected. Example for accessing HazelcastInstance and getting Hazelcast map size added. 'stats' command added.
41845f47c38cc2fd511756cc9def6ef44ff31e95,Passing tdouble KLU decomposition tests.
41bdbf780583735f32dc8781b5bbc27eac1008bb,"MIFOS-4305: remove questionnaire and application coupling by pushing service facade into appdomain along with required services, move migration services into apponly-services.xml, fix problems with display of labels in UI."
41cb9101b3cd8711ce104bee0c37f4827fb7762c,ruby composition stuff
41e1b13e28b03020e47ed71b3a865b07e9479e8b,Fixed an issue that prevented the HA management bean from being loaded. Fidex an issue that prevented the discovery of how to connect to the management beans of an instance in a HA cluster. Added an abstraction for running test services in a sub process.
41ed6f730d3d7d6b703982be2f2f60c4e9f140cb,"fixed IntelliJ plugin UI, fixed outstanding issue with JSplitPane not resizing to the correct size the first time they are displayed"
41f80f7685fc62b3beda47c0b7db791e948ac294,"RegistrationState refactoring: - defining base methods in RegistrationState and overriding in specification classes - moved YearMonthDay->DateTime conversion logic to StateBean (and to RegistrationStateCreator, by inheritance) - when forwarding to inactive state, checking if registration has curriculum lines for the given execution year"
420c31cab33775f4aa0966b603315c1f4b69b976,Various fixes - Make jpa API optional - CRP resource is a CR - Application is a CR - Split base model abstraction from BindingEdgeModel.
424ba5569ea7c5c004aa6beb4155495d95f22ce7,Use real Bson document size to check if param is a primitive
428709f1a8f91e6d9f2301f90fa7ee039aca3c98,Issue 131: transfer 1-time abstraction to httpnio
428d5c79264b25bd2a774407a6202b1bb1e628e5,Bug 33550 - [Dialogs] Dialog should support remembering size and position
429925c114b99ee543547eb8918c63d871dfa22f,Create a Runnable object to run commands from BotCommandInterpreter - this removes the need for explicit inheritance of Thread from commands - every BotCommand becomes a thread by default
42d18458e4611c97ac37329515ce5ce0fc8a7197,Implement entity size limits
42f5728f686946796af83671457552003c9a6032,"=- Refactored getter methods to get Holes number, size and list - improved profiler at storage level"
42ff59d4ba6e03982f97ebc201a671887a53d3c3,Reduce complexity of test
4309262ec9146d7158ee9957a128bb152289d557,[SPARK-9700] Pick default page size more intelligently.
4318b7a2a1f745eb90d9e2971b78a1c4618f902c,"Fix isOclInvalid and isOclUndefined. Add support for multiple qualifiers, using uml Abstraction on the association."
431ca39be51352dfcdacc87de7e64c2af313558d,[SPARK-9285][SQL] Remove InternalRow's inheritance from Row.
433c25b700705180973308c8f5c1ad5f458128a3,First commit for Roller 3.1 Theme Encapsulation work ...
433f50a886f741101abf5cf22e07262f56b6f6b0,Performance improve for really big zip files:   * adjust limit for maximum ZipFile size to 30010   * scan them using ZipFile to see if they contain more than 30010 entries
434e44cb089e6da47d4fb76ae623a379a6a70ef3,changes related to the change in inheritance
4359a1ea05927adce244d3d2ee849555cfbc3d38,Spring properties editor:   - a few regressions tests.   - save/restore proposal popup size after user resized it
435e7eb21b2e52bf2e3be204f08b2b452fb3c2f2,SONARJS-541 Precise issue location for ExpressionComplexity (S1067)
43802e4004fcdceec415466bcbd5fbd283821789,stabilize rendering of routes by decoupling directions from markers and polylines
43824060c8470db804e1c62d9e5655e689a44825,Changed inheritance heirarchy of coursemanagement interfaces so we can have participants in course offerings and sections.
4394e5b274afc433565afbe0825a59e84d0e36f8,Added JMX support for introspecting the on-disk size of the store files. Also changed the name of the management package.
4398db756268047adb6e18f7715253c1eea6b984,RESOLVED 242486: Improve text size guessing
439bdb480cfc177d04a41fdcfa4993e4a41136ec,"- Alteração do factory para receber apenas o hostname, visto que o repositório será informado ao executar o método de login. - Alteração do VersionedItem, incorporando o atributo size que só existia em VersionedFile. O propósito é que qualquer item saiba o tamanho acumulado dos itens contidos em si. - Criação de uma configuração do netbeans para executar o servidor RMI."
43cb8b8efaf66e08359e4ded78b14d16d125a797,changed the name of heart-beat-failure handling method of dummy clients for the sake of abstraction
43cc8af0c8c60cfc5d858f6cc8ab4d18c299036b,Changed file size computation
43df292495645f8de0b7cb72cfdf8999593de2c0,"Many changes towards CMIS compatibility, added support for cmis:item type, fixed folder / file tree loading, added missing mandatory properties, fixed type inheritance."
43fe403e115406a206000c8eb001158689e97a4e,Refactore PolicyRestrictor in order to reduce complexity.
44072bc478d4d31f28ccbdd35ae04f9a2adff7fd,"refactored method complexity, added severity setting to some checkstyle checks"
442d96b8c99d289a16ead68c948b02760f7cbf10,task abstraction
444699b005278c6de761f3519c4dc13d3c31d511,webadmin: sub-tab tree view abstraction
4457e987dbda38bce0f1ab5d3d09ebaa75174533,Added infos in the CHANGES file. Renamed AssetLoader to AssetDownloader to avoid having 2 classes with the same name in Gdx. Set download size of audio file to 0 when not using browser cache (they are not preloaded but directly loaded by the audio system).
44a855c83345985e13a7d44a8589381fbaab8c2e,[PLAT-2500] Initial work on dynamic composition of market data providers
44c499e6b2186b16ff1aa60ad4c9e22f7b0c64fa,SONAR-2230 Refactor to decrease complexity
44c66d35cb1134a23b68a232be89773132cda7a0,HV-390 Allow for boolean operators in constraint composition. Still needs some more testing
44d40077960a8e4dcdffaa12f06c031916972412,Fix: Support polymorphism in XML-JAXB
44df213c3d547107348ddae4207d31f91b6240d8,fixed sass compile and lots of changes ot make photo album paging and display size to work
45009807675d108c14f2340ef145675a5234e830,Moving classes from ModeOfInheritanceFilter to the package level.
451c35f9c2f5f9b485cdbbb34aba38a21fbefb01,factor out common save method and introduce DAO inheritance for statistics DAOs
45446d54e43bb861d19e4f256ce55056bfe69fec,removed unnecessary inheritance of method
45764d6c340f391780d4382828ffa47802f54a2b,"Decoupling of the existing routing and geocoding providers to make the project modular, due Geoservices For Emergencies project's requirements. (#108119)"
4589aef640fc367919bea0db1da23991a5cf5a51,Reduce complexity of if/for statements
4593909dccd02f12f13172a60b0b2288fbde14f1,Fixed StdCyclomaticComplexityRule
45c6f9f3507d36d5e3d473ab2a59cae51b725adf,Refactored the promotion code to allow for a better separation of transient promotional calculation values and methods from the cart entities. Also added some additional abstractions that would make subsequent customization of the promotion engine more feasible.
45d1e985aae8347f8a1dea9d6471f0558c7016c8,o Unified inheritance hierarchy of POM model classes
45d2207bc77ef51e3bf945d62bed9ba30cf39846,The keep-it-simple-and-stupid solution: Specify a lower page size when looking for tags. Create separate tags for each found OntologyTerm.
45da10f0c5e04b312914a66e42a34df9474a2279,"OK, the inheritance graph stuff wasn't working before because it wasn't actually adding any vertices to the graph!  Fixed this, and a few other bugs, and now it REALLY seems to be working.  Seems a bit slower(?) --- need to benchmark."
45dfb025391fabc6b93c291a18bb0e390815e37a,"column definition cleaned up, no more inheritance for metadata"
45f057b8e4b286bed083d0fdbc43996d5984099b,"WizardSplitDockStation: can set side, size changes lead more often to a revalidate."
4627fb2cd7556173bd7e58bf1bec22c93a78f31d,CLOUDSTACK-9972: Enhance listVolume API to include physical size and … (#2158)
4652201670c123780b96e5924dc262faad2a5958,AS7-4706 Use Infinispan externalizers to reduce serialized size of replicated data
466321986943bbf8a265848e13f004b069b68a5a,Complete the abstraction of the ModelLoader
4689468ef11a70c782f64af451807e1e10cdce65,DRILL-2150: Create an abstraction for repeated value vectors.
469ecd7eb9b89351fd10d7e8d033a5292a683f0e,SONAR-4682 Start decoupling hash computation from issue matching
4709a37a4f166f0b36f614b930d38e052bb2ae1d,Merged FieldLUDecomposition and FieldLUDecompositionImpl (see MATH-662).
4722bcc8994acaabc8fb43808bcd452fa13545af,remove Java5/Java 6 abstraction since Java 5 is EOL and not widespread anymore
474df716f498aa2695c422cceb3e46cad999e972,"Some test edits for release notes, but especially experimenting with MaxComputerTest: can MaxCore be written in terms of the Computer abstraction?"
476514e0304fa6bced10a1acd846a0cad35e32e1,AS7-5764 add global JPA settings for VFS URLs and extended persistence context inheritance compatability.
476a2e7790c8ffd6dca76aedc4d8c127cb9192ad,Unwrapping of ITE in EJB Methodhandler Removal of invokeAndWrap Using Reflections.invoke instad of method.invoke in some method handlers Removal of duplication checks in beans.xml parser (should be in validator) policy -> alternative with the exception of the inheritance naming problem in beans package
47884f5a63a1534e8a9a9efa3c16fa75b0890980,Simplified Is.* classes to use inheritance instead of delegation. `
478a2f6dfbe9b59ac0e43680b59bb9c1eddb60df,Introduced BioAssemblyInfo to encapsulate transformations and mmSize now macromolecular size of assembly is also parsed
47ba623e2f5664353e3fa9543ba4ffa091539602,extended inheritance unit tests to abstract classes + fix bugs in APT plugin that was selecting the wrong method to pass to the invoker argument
47c0d3ef99cc40789aad6d6052289c8f34ace025,Add the IncrementalUpdatePlan abstraction. Add the possibility to store deltas in the cache.
481a091105e53ea4afcf9b8373fd75031f90e2fd,added a decompose method to the base DecompositionSolver interface to allow a solver to decompose a matrix after construction.
483aaad5488261b5de31c3b7f40d97e21d195395,remove old DB and update to now version; set this DB as base initial version in V1__initial.sql; update all models; add some coupling code to control the burners & pumps
4889d4b3ec85dce5b09fc9a383afce1d7676a8c5,Removed Resource model classes since it is an antipattern bad for performances (each inheritance level generate SQL joins) Update samples apps and identity manager according to that Include Baptiste and Loic improvements for update controller method Replace Kazan specific password generator by Spring Security one Add an exception mapper for AlreadyExistingEntityException Use raw types instead of responses in GenericController
48a6df8a9f391ee21cafd47e40652980ce87ea3a,"Added Host/Domain Application URL feature, which replaces the single text control URL for applications. Included are validations for URLs based on existing domains, as well as refactoring of the application deployment wizard to use a new abstraction called a UIPart which allows for better management of error handling in the wizard. Mapped URLs also now uses the Host/Domain feature."
48b97df3e7ff6c2ede15bfe0d83d30aadd62834d,allowing different block size for storage modules
48e5c1d2546d7293b67e3f6e928f6f5b46347ba7,Inheritance Fixes found from TCK
48faa009bdd05001601a4789b7ff955efcec014c,* Refactoring spring configuration classes to match new modular approach * Pulling classes in to different modules to reduce efferent coupling * Tweeking generics on APIs
49408696fd78816a0f526b0ee5f4c9b8cde658d3,refactoring to reduce complexity
49649025a128437f4fccb2c0aae679128547b922,=- Simplified CompoundValue. - Removed AmountAdjuster from core. - Introduced initial version of calculation abstraction to extensions.
498fd265382e90bf49bc6b22e420c1d8a72d824d,Renamed knob size variable
499898945ce9eaf7efc87336a528cdc21f3b2c77,"removed the beanshell, provide (recompilable) support for tabbed or splitpane layout of requests and responses, use Preferences rather than Properties, remember the preferred size and position of the frame"
49cbaa68082cc3b2637d79dee0d7267d230ffe68,SONARJAVA-75 Fix McCabe complexity computation
49f1d0760e06415143688bd7ac2ec2f2efcb2170,Add remaining features to support the abstraction
4a1f2df00d40f8ec61f7f844b01b74fec9fa508b,factor out common save method and introduce DAO inheritance for statistics DAOs
4a32cb53b5d9d3bc8c3f2a99b4e20312c38bc791," * Blob API change: introduce Repository.getBlob() method, which returns a BlobAccess object, which provides access to the blob meta data (Blob object) and the blob input stream. This allows to read the blob metadata before opening the inputstream. This fits better with how the REST itf needs it.  * Adjusted implementation of BlobByVersionAndFieldResource to make optimal use of the new blob API (no separate read of the record, set size response header).  * Since blob code is the same for HBase and Remote Repository impl, introduce a BaseRepository class"
4a55e1cffc13e13042899dfbdca36cf43c374210,reduce method complexity
4a73dfc4fee6045f4e450f894429c0dade162231,Removed double[][] solve(double[][]) from EigenDecompositionImpl.Solver
4a84aeb3072a43ea58d0d24af879db02b1a9530d,HZN-966: Update Syslogd to the the Sink API for dispatching messages * Use the Camel based Netty receiver in both OpenNMS and Minion by default * Removed incomplete / unused receiver implementations * Aggregate messages into batches before dispatch * Expose configuration parameters for the number of threads and queue size and batch control
4aa8a65397472f651b37d27b29155de2adf5bfec,randomized value abstraction simplification 
4ac6f89083748b9c4fc37b738ed82ea1a7c9c63b,Bug 388281 - [compiler][null] inheritance of null annotations as an option
4af49c5358645973944985a4239900c80f815257,fixed issue with graph size when rule name is displayed
4b173b1009f7184759edc41e723b5a6550cf71f7,Removed num pages / page size args to matrices. Better to let the OS manage them.
4b7f03c4429efe13abfe6096dcc3b7789f334579,Created data socket provider abstraction layer. Subclassed FtpException from IOException
4bc6492bf7217da3786ba3649182b07d0c42f94e,lowered complexity in separator and aggregator
4bd2b8b0ea7a4a886a483bdd3b6157c5eced224b,Extracts an inner class into a new separate file in order to reduce the size of the original old file.
4bf76058d80e3024c64004f2fa46cf2c17cb35c7,moved test classes to inheritance and extensions packages
4c156c81ac6af17811a6160cdf1ed200170b02f1,"relocated functional related classes to a new package, functional and starting thinking about a Try abstraction and its relationship to Future and Nullable"
4c1627c8d75a81f10b95a4608b08dbcf6ddcc84b,- Summary: fix 184335 Incorrect layout in designer when using font size percentage in report style
4c1878f5f723232ca854b461e4372e884dc285a7,Corrects inheritance of contexts within promises
4c1f56672c72c2a80583f7307a614eb99d4faf18,Migrate ComplexityChecks to AST
4c264336592fea590a1b2f420c6efeeee21b4158,"Lots of changes related to changing from a time-based to speed-based model, decoupling concepts from one another, reducing GameLogic class, having conveyor belt handle the motion of the items on it, simplifying collision processing (in GameLogic - AI will need similar changes), etc."
4c6ef95a09ef0c20c9c76431b9b7ce08c70faac7,"updated rm.quantity package - adjusted inheritance tree; added DvProportion, DvAmount and DvAbsoluteQuantity; removed DvMeasurable, DvQuantityRatio and DvCustomaryQuantity"
4c946f55af5b2b3735ed4c80ba3f36e8df9c9bf5,bean param inheritance support added for jaxrs
4ca7b695112bcf675d7f51611bc6b5cbc10f0d0a,Reduce analysis cache size from 100 to 20. Cleanup of previous analysis cache changes.
4cad7a0d9da8f4626a15f895db1e2e27ef68e2dd,refined size constraints for pruning of similarity candidate pairs
4d11b053deeb75c8711dccbc72257d80e2711454,"Introduces the PathwayMonitor, an abstraction which refactor the reaction recursion depth monitor, and fixes bugs for the monitors."
4d277e6b301678d94b8ad415802c4bf9d2c47bd5,"Fixed thread pool size for WorkerConnector, which were accidentally enlarged to CPU count + 1 instead of 3. That should just be the case for the AgentConnector."
4d2f54fd3389a750721b6c67fb500742e5d3b10f,Change elements size depenending on their content.
4d40b529294ab9357d331258817a4488035c4f6d,[Abstraction] migrate all `ImportProposals` and `Indents` use cases
4d4390c65d68aab6e67e974525eecac86eb00e6d,SONARJAVA-1272 Restore complexity api breaking change and deprecate some methods
4d4b3e17b35e6a308167c1f847e4d5e9e173719a,Client.game ref decoupling
4d76a54e3361e980803f617871a0053a437d9d46,CAY-2084 ObjectIdQuery - no cache access polymorphism
4d88875e9376a9da4ebf5e9dd941faedd5035e41,"TEIID-848 TEIID-788 TEIID-853 making insert with a query expression the dominant processing abstraction, adding validation of select into in a union, changing dynamic sql projection to positional, fixing insert with query expression"
4d8bc29347e37bcf22d121829802e7f58603afbb,"#1255 Extension of autoInheritanceStrategy, removing of name based ignore reverse mapping"
4da39b48f7372c0dfeb1428ae4a51f47a7b5113e,moved cache abstraction from context.support to context
4e10848fa234bf42a3155df7cc5742a09ffb5816,CAY-1438 refactoring EntityInheritanceTree lookups
4e120e30b849a30a96a95638814fb84ab5276e7c,Added provider abstraction
4e1faad419fa5576398d96cc6b848c157805dd73,fixed computing size of columns tree and columns scale
4e3996e3bdd48f3a3cd7bff1439f86c033a681c0,Remove coupling of sonar-plugin-api on Guava 10
4e4cc17a17df14d24ff177ead3c7057ff9c090ac,removed inheritance
4e51393a61559e7de71b5d9eb4e66e3ae3bbfcfb,Continue cleanup and decrease coupling.
4e807676dde0f4873bec771636711a9768ef2f12,"Major refactoring Renamed Assignment to Installation Renamed ConsoleAssignment to Assignment Broke inheritance between Assignment and Installation Changed Deployment to only save assignment and not installation Consolidated test assignment, installation, and repo code into helpers"
4e97f5e797d42f3237c6c8e3a2ee76496bad6e6f,abstraction of Danbooru-style API
4ea26ead609260eb75bd9ce21975a7c4fede13b8,flame traps have a higher terrain cost and so tend to be avoided in pathfinding.  Refactored to reduce complexity of contstructGrid() method
4ea9bcf71236461deecd2d65750ce6aab92331a8,Changed the given-when-then test fixture API. - added an very detailed error report on failed assertions - API now uses a fixture instance instead of static methods - removed coupling on JUnit
4ecc8120eeabfd49eb2865e956cfc688e1939231,Two major changes: (1) creation date has been moved from Base to Revisable (2) Made new DTOs for the preview and locations portions of GAEInputDataLayer so that we can apply different permissions to the CRUD operations for each portion.  Decoupling the DTOs from a 1to1 mapping with the persisted objects is good.
4eefe577e378b99fda0ee3f7203ad9600c177f1e,Using options instead of criteria and size in rest services
4ef9c44c07563c1d48c0311c93801b565af98d6b,All calculations are done using real world units Added size filter in 3D Sholl
4f1ed9d6369230859533a5f973cab49a3f486d1d,"Refactoring the AffinityMatrixCreator to be an interface and create a new SimilarityFunction interface.  Additionally, any class using the WorkQueue now all use the same singleton WorkQueue, as opposed to their own.   - The two affinity matrix edge selection methods are now different     implementations of AffinityMatrixCreator.   - Each AffinityMatrixCreator takes in two SimilarityFunctions, one for     selecting edges and one for weighting edges.   - Any classes using AffinityMatrixCreator have been updated to use the     interface and take in a pre-constructed AffinityMatrixCreator as an argument   - The LPP based mains have been simplified to create AffinityMatrixCreators   - Every similarity method in Similarity has a corresponding SimilarityFunction   - The kernel functions from AffinityMatrixCreator also have a corresponding     SimilarityFunction   - A bug fix in HashBiMap is fixed that caused infinite puts   - Minor spacing or javadoc fixes as needed   - WorkQueue is now a singleton class.  Any threaded classes using the queue     now access the same queue and submit runnable's to it so that no job queues     are conflicting.   - GenericMain sets the initial size of the queue based on the -t option"
4f653c8ac541f1eff869404fb307f8f064da88e1,increment to cover expansion size (now that it's bigger)
4f75d696d7958f4fa42dc3917e76b75e0b7bf15f,"add new test for concurrency, collections, inheritance and some general"
4f7a5c93cdbc5459ad6bf0cde5a2b001ff6aebfd,README for composition also combined parallel with then and renamed to when and renamed run to end in composer
4f951fff3bb620e0b8785ac878801c3e63aa158d,Cleanup group by abstraction part 2 of 2
4fcebfc813628cdd87a2b96736b889da203dfe84,CLOUDSTACK-9211: Refactor vm vram size setter method
4fd8f05e7e591f12dc1b175d64ddf8ccdb807bda,renaming VehicleComposition --> TrafficComposition
4fe287419ca710a5381706af7c94df7ece777d6d,Removed the inheritance-based temporary database classes and WebAppTestConfigBean which was used to set up system properties. Added opennms.properties system property initialization to DaoTestConfigBean. Ported a bunch of unit tests over to use JUnit4 annotations.
4ffea5e952b36fd35eac2dc3eef787db2f893c65,adapted json-utf8-generator buffer size for additional performance
501090dc914b17912b082299d007402bb00eea1a,trunk:  - added SVNMergeRangeInheritance and added low-level merge-tracking     functionality for properly tweaking inheritable and non-inheritable     merge ranges
50188154dfc3207221e3b7dc2e7a100cace5e452,"XWIKI-3442: Review the font plugin * Font family and font size can be changed, but they are not yet detected"
50626286a7772a00da6bb5ccf46452649c99c394,Move SeverityProvider abstractions to editor.support
50884a538d44891e5c7f791beaf45d50e2a2a2ab,Increased max upload size limit. Added some logging to fileService. Added path creator to fileService.
50b3d12f2edbd1709fdd39778c1be6ce1ce7b3c2,Added a first version of a PRIDE export dialog for inserting the experiment properties. Removed the cancel button in the New Project dialog and increased the size of the Create button. Also made the Create project button and the Validate and Apply buttons in the Validation tab green when they can be clicked. (As done for the Convert button in the PRIDE export dialog.)
50b90c9c88eed61cbcd707ab1fcbec243706b427,Version 3.8.2.2 * Fix for certain size settings not working correctly * Added languages folder
50b92e271347e6118234c2d85333a2d515b46006,"Some initial refactoring of the help system, introduced HelpPage abstraction and HelpPageManager"
50f0bbbb3d6eb6b6b6530ecc134e8081ceddc5cc,The FieldsetPanels option and page size are now created by AbstractListForm.
5106d87c6f463c2743131ed43073c65cf9f896a7,Removed nonrequired(nonsupported) Generics.  It seems that Java generics do not properly handle inheritance.
510c365252c33abb804555e0268f07e3bb560420,=-changed board size -Implemented World checks when adding robots
510c373bf805d58862b20e00ac019deef3ac7ba9,chor(engine): get rid of unnesecary abstractions
51105191e93c24505f59fdb53cd9ee4a9486e2ad,cleaning up and abstraction
5122ea4b4dcb2447fcec568a7b6b4672cc972671,#416 - RawSql issue with inheritance - PersistenceException: Inheritance type for discriminator value
513b466762e579d19c4ab9575b15398d8cc4b434,abstraction for filter
513e3c3b2f7c1a524dd8928ce053c07de18ec813,Some rework of threading skeleton; documentation of major classes; generic abstraction added; removal of some unnecessary locking; errors still outstanding.
51594d9151cc15f7ae845bdae928c3349beb3371,Switch to TABLE_PER_CLASS inheritance mapping strategy
51647e6d2ccb541b373d206bb0fefcc0c81a860d,"Modified inheritance hierarchy to match DOM model, implemented more W3C DOM methods, added tests."
51686d4370c8c66d5e26234fff8bb1d2a0602197,New operator metadata abstraction
517163a4c51335d7422b782ac4f240729d460cde,[SSHD-82] Add an abstraction on the FileSystem to allow more customization of the sftp subsystem Patch provided by Richard Evans
5191660808707108060c9d659a90d41aa8bf15a4,Reduce Cognitive Complexity
51aef28ba2632e61ef59ec346c9c9a93745b678f,"BaseService interface doesn't extend HibernateDao interface anymore ""or you have inheritance or composition, never both"""
51cc7a0ee0a8e94657152e9bc32c8b6198a9d483,ClusterProviders: Increasing encapsulation through events.
51cd6902c937be1099c5007e0cd4899a63b3c141,More cleanup / inheritance.
52017468146c1cbaf9521bf48adc3b3225ff8fdc,"[MOD] XQuery, Fingertree: Unified inner nodes and made maximum size configurable."
5203fbc77c2b49e6f7e9e2d0b19a87cba175c995,WFLY-5233 Optimize marshalled size of web session cache keys and entries.
52334080e6933970e99c4a23d4e473f21085a4a7,added PathfinderGoal abstraction level to reduce NMS code usage
525ad26ddaf9699cf7e4f76e9889b39717e1cfc2,Created *Settings classes for all extensions Allow KernelExtensions to specify settings-class Added size and duration accessors in Config Use GraphDatabaseFactory and settings in as many places as possible Added EmbeddedDatabaseRule for handling graph database during tests Added GraphTransactionRule for handling graph transactions during tests Updated ProcessStreamHandler to be easier to use Removed ancient StandaloneWithShell Updated settings to have same naming conventions
52d4be0bf24fc124b1a8630bf07a3a63c169dd61,Implemented NPC and Actor calculators. Updated L2Character calculators to match abstraction
52eba3973997f4ffa73de97fba60d74d8a748a34,Modified oxalis-standalone to reduce the size of each result object being saved for statistics.
53147a064a528a10d400013a259dc044af931016,biggest city size / longest road length hint for king and scout bonuses is back (displayed on mouse over king or robber icon)
53181ab8927da0d60f47322c5a5bcbf39fd970a6,=- avoid putting content of property file in the configuration page - Remove fixed size for select and use A drop down when using single select mode
537a39981d74b0fdb74ea4e69fb5c45ea3e05e02,[PLAT-2500] Initial work on dynamic composition of market data providers
53aebc17c60417e950b81346c2b353792cd595fd,"Ditched the concept of sqi (square index), added RowCol class sqi just doesn't work when the board size could vary"
53bb5bda61b55b1a38806f0a60dd3ce0590c3fd7,Implement superstep abstraction on Nephele readers/writers. Cleanup Nephele readers/writers.
53bf11b2c15913c29e9c66468a68475dbe2051fd,"Refactored Server, created interface and abstraction, improved waiting"
53da683099a935fea1e603cc95590f5747ef1e86,"change composition semantics, no more init() method"
53e944a924fcc7ad0fd87da7b7debac5b0089c76,"Since merkle trees being compared must be of same leaf size & ary, the getChangeTree() method in the change log store needed to return hashes for buckets even they didn't exist"
53f071cb4080adefae92789b22b6dbeffbc5766c,New method to get cache - can provide size of a cache
53fdf23671b1ae1ebf1541705ab49d6c30f72bd4,SONAR-1722: Support multiple levels of inheritance
540d7655a6906039e3a2bd6258a170ce634fbae1,"added guice injection, removed resource-inheritance"
54331b44e987156c1ff6da97f496a29a1befcb0a,New way of looking at the size of a pileup: there's a physical number of elements in the data structure and there's a representative depth of coverage (since a reduced read represents depth >= 1).  The size() method has been removed because its meaning is ambiguous.  Updated several annotations and the UG engine to make use of the representative depths.
543993b9a1fef99798eda2f1dd90d805230d0230,HIVE-8671: Overflow in estimate row count and data size with fetch column stats (Prasanth J reviewed by Sergey Shelukhin)
543d81fc16696aaf43ea1bbb6befa8f9d776acc9,JBRULES-2835: renamed and implemented new abstraction
5450ee45bfb63d1d3b26b514651e0516034e02db,Colors page now has tree view and supports inheritance
545596911f3702778dca8591e65839e833414f60,FLUME-620: Collector fails due to an infinite loop during file-rolling if the body size is greater than 30kb - Added option for Thrift event body truncation - Added option for Avro event body truncation
5493552bbe7a5017f963c27c98352a59ae9636fe,store numClasses and code size in AppVersions
54a391e14b629d78e57155006dc849a165ca2d1c,Create abstraction for common task of loading JS deps in Rhino
54a449fad25dc91e17ef5fc163378413a7a3c5fc,CAY-954 EJBQL Query: Support for single table inheritance (raw translator for dbpath)
54cc530f7c671ebc04c5575e18dac232fafb579e,[issue:0002523] + prepare decoupling
54f4d6059d2f2a66a1d2983caad174ff37c2944d,Use an actual instance of CommandLineExecutor This will allow us to keep some stuff as member variables and modularize the code a bit in order to reduce code complexity
54f6b25cbd1beb71e7bc5063d6b4e5ee60816585,composition ?????? ??? ???? ?????
5506681d7bccda0f3f38e632eceb886a3a3a443a,Refactored QRDecomposition to match up with the rest of the package.
5506f2cbe3eee4fab63ca143a3e96cce574f69e0,[NGRINDER-588] Fix checkstyle issues  [NGRINDER-599] Make the size calc logic on the runningSample
5538d211451bd7b33f3c29cac5975de01f668fed,Initial outline of memory pool for EphemeralFileSystemAbstraction.
556322fa0a45ee49c6f8d32b7af70f746e6233dc,Decoupling FxmlLoader from SpringPlaceResolver
558b57a11c2473e1de68b743d7b6a207141491a4,parallelize cholesky decomposition on single node.
55920990e4e5a1d2d3f134bb396cbe271641055d,#JC-147 improved entites encapsulation by changing visibility of accessors and adding constructors topics now removed and added using branch removed extra not null checkings in services
55a4a97110bc1597eea3a9aec7c4568f1d6a66fb,Improved encapsulation.
